image_name,grading,fruit_type
Banana10_contrast_cropped.png,9.852941176,Banana
Banana10_erosion_cropped.png,9.852941176,Banana
Banana10_original_cropped.png,9.852941176,Banana
Banana10_remove_regions_cropped.png,9.852941176,Banana
Banana10_rotate90_cropped.png,9.852941176,Banana
Banana10_rotate_cropped.png,9.852941176,Banana
Banana110_brightness_cropped.png,8.218954248,Banana
Banana110_contrast_cropped.png,8.218954248,Banana
Banana110_erosion_cropped.png,8.218954248,Banana
Banana110_original_cropped.png,8.218954248,Banana
Banana110_remove_regions_cropped.png,8.218954248,Banana
Banana110_rotate90_cropped.png,8.218954248,Banana
Banana110_rotate_cropped.png,8.218954248,Banana
Banana111_brightness_cropped.png,8.202614379,Banana
Banana111_contrast_cropped.png,8.202614379,Banana
Banana111_erosion_cropped.png,8.202614379,Banana
Banana111_original_cropped.png,8.202614379,Banana
Banana111_remove_regions_cropped.png,8.202614379,Banana
Banana111_rotate90_cropped.png,8.202614379,Banana
Banana111_rotate_cropped.png,8.202614379,Banana
Banana112_brightness_cropped.png,8.18627451,Banana
Banana112_contrast_cropped.png,8.18627451,Banana
Banana112_erosion_cropped.png,8.18627451,Banana
Banana112_original_cropped.png,8.18627451,Banana
Banana112_remove_regions_cropped.png,8.18627451,Banana
Banana112_rotate90_cropped.png,8.18627451,Banana
Banana112_rotate_cropped.png,8.18627451,Banana
Banana113_brightness_cropped.png,8.169934641,Banana
Banana113_contrast_cropped.png,8.169934641,Banana
Banana113_erosion_cropped.png,8.169934641,Banana
Banana113_original_cropped.png,8.169934641,Banana
Banana113_remove_regions_cropped.png,8.169934641,Banana
Banana113_rotate90_cropped.png,8.169934641,Banana
Banana113_rotate_cropped.png,8.169934641,Banana
Banana114_brightness_cropped.png,8.153594771,Banana
Banana114_contrast_cropped.png,8.153594771,Banana
Banana114_erosion_cropped.png,8.153594771,Banana
Banana114_original_cropped.png,8.153594771,Banana
Banana114_remove_regions_cropped.png,8.153594771,Banana
Banana114_rotate90_cropped.png,8.153594771,Banana
Banana114_rotate_cropped.png,8.153594771,Banana
Banana115_brightness_cropped.png,8.137254902,Banana
Banana115_contrast_cropped.png,8.137254902,Banana
Banana115_erosion_cropped.png,8.137254902,Banana
Banana115_original_cropped.png,8.137254902,Banana
Banana115_remove_regions_cropped.png,8.137254902,Banana
Banana115_rotate90_cropped.png,8.137254902,Banana
Banana115_rotate_cropped.png,8.137254902,Banana
Banana116_brightness_cropped.png,8.120915033,Banana
Banana116_contrast_cropped.png,8.120915033,Banana
Banana116_erosion_cropped.png,8.120915033,Banana
Banana116_original_cropped.png,8.120915033,Banana
Banana116_remove_regions_cropped.png,8.120915033,Banana
Banana116_rotate90_cropped.png,8.120915033,Banana
Banana116_rotate_cropped.png,8.120915033,Banana
Banana117_brightness_cropped.png,8.104575163,Banana
Banana117_contrast_cropped.png,8.104575163,Banana
Banana117_erosion_cropped.png,8.104575163,Banana
Banana117_original_cropped.png,8.104575163,Banana
Banana117_remove_regions_cropped.png,8.104575163,Banana
Banana117_rotate90_cropped.png,8.104575163,Banana
Banana117_rotate_cropped.png,8.104575163,Banana
Banana118_brightness_cropped.png,8.088235294,Banana
Banana118_contrast_cropped.png,8.088235294,Banana
Banana118_erosion_cropped.png,8.088235294,Banana
Banana118_original_cropped.png,8.088235294,Banana
Banana118_remove_regions_cropped.png,8.088235294,Banana
Banana118_rotate90_cropped.png,8.088235294,Banana
Banana118_rotate_cropped.png,8.088235294,Banana
Banana119_brightness_cropped.png,8.071895425,Banana
Banana119_contrast_cropped.png,8.071895425,Banana
Banana119_erosion_cropped.png,8.071895425,Banana
Banana119_original_cropped.png,8.071895425,Banana
Banana119_remove_regions_cropped.png,8.071895425,Banana
Banana119_rotate90_cropped.png,8.071895425,Banana
Banana119_rotate_cropped.png,8.071895425,Banana
Banana11_brightness_cropped.png,9.836601307,Banana
Banana11_contrast_cropped.png,9.836601307,Banana
Banana11_erosion_cropped.png,9.836601307,Banana
Banana11_original_cropped.png,9.836601307,Banana
Banana11_remove_regions_cropped.png,9.836601307,Banana
Banana11_rotate90_cropped.png,9.836601307,Banana
Banana11_rotate_cropped.png,9.836601307,Banana
Banana120_brightness_cropped.png,8.055555556,Banana
Banana120_contrast_cropped.png,8.055555556,Banana
Banana120_erosion_cropped.png,8.055555556,Banana
Banana120_original_cropped.png,8.055555556,Banana
Banana120_remove_regions_cropped.png,8.055555556,Banana
Banana120_rotate90_cropped.png,8.055555556,Banana
Banana120_rotate_cropped.png,8.055555556,Banana
Banana121_brightness_cropped.png,8.039215686,Banana
Banana121_contrast_cropped.png,8.039215686,Banana
Banana121_erosion_cropped.png,8.039215686,Banana
Banana121_original_cropped.png,8.039215686,Banana
Banana121_remove_regions_cropped.png,8.039215686,Banana
Banana121_rotate90_cropped.png,8.039215686,Banana
Banana121_rotate_cropped.png,8.039215686,Banana
Banana122_brightness_cropped.png,8.022875817,Banana
Banana122_contrast_cropped.png,8.022875817,Banana
Banana122_erosion_cropped.png,8.022875817,Banana
Banana122_original_cropped.png,8.022875817,Banana
Banana122_remove_regions_cropped.png,8.022875817,Banana
Banana122_rotate90_cropped.png,8.022875817,Banana
Banana122_rotate_cropped.png,8.022875817,Banana
Banana123_brightness_cropped.png,8.006535948,Banana
Banana123_contrast_cropped.png,8.006535948,Banana
Banana123_erosion_cropped.png,8.006535948,Banana
Banana123_original_cropped.png,8.006535948,Banana
Banana123_remove_regions_cropped.png,8.006535948,Banana
Banana123_rotate90_cropped.png,8.006535948,Banana
Banana123_rotate_cropped.png,8.006535948,Banana
Banana124_brightness_cropped.png,7.990196078,Banana
Banana124_contrast_cropped.png,7.990196078,Banana
Banana124_erosion_cropped.png,7.990196078,Banana
Banana124_original_cropped.png,7.990196078,Banana
Banana124_remove_regions_cropped.png,7.990196078,Banana
Banana124_rotate90_cropped.png,7.990196078,Banana
Banana124_rotate_cropped.png,7.990196078,Banana
Banana125_brightness_cropped.png,7.973856209,Banana
Banana125_contrast_cropped.png,7.973856209,Banana
Banana125_erosion_cropped.png,7.973856209,Banana
Banana125_original_cropped.png,7.973856209,Banana
Banana125_remove_regions_cropped.png,7.973856209,Banana
Banana125_rotate90_cropped.png,7.973856209,Banana
Banana125_rotate_cropped.png,7.973856209,Banana
Banana126_brightness_cropped.png,7.95751634,Banana
Banana126_contrast_cropped.png,7.95751634,Banana
Banana126_erosion_cropped.png,7.95751634,Banana
Banana126_original_cropped.png,7.95751634,Banana
Banana126_remove_regions_cropped.png,7.95751634,Banana
Banana126_rotate90_cropped.png,7.95751634,Banana
Banana126_rotate_cropped.png,7.95751634,Banana
Banana127_brightness_cropped.png,7.941176471,Banana
Banana127_contrast_cropped.png,7.941176471,Banana
Banana127_erosion_cropped.png,7.941176471,Banana
Banana127_original_cropped.png,7.941176471,Banana
Banana127_remove_regions_cropped.png,7.941176471,Banana
Banana127_rotate90_cropped.png,7.941176471,Banana
Banana127_rotate_cropped.png,7.941176471,Banana
Banana128_brightness_cropped.png,7.924836601,Banana
Banana128_contrast_cropped.png,7.924836601,Banana
Banana128_erosion_cropped.png,7.924836601,Banana
Banana128_original_cropped.png,7.924836601,Banana
Banana128_remove_regions_cropped.png,7.924836601,Banana
Banana128_rotate90_cropped.png,7.924836601,Banana
Banana128_rotate_cropped.png,7.924836601,Banana
Banana129_brightness_cropped.png,7.908496732,Banana
Banana129_contrast_cropped.png,7.908496732,Banana
Banana129_erosion_cropped.png,7.908496732,Banana
Banana129_original_cropped.png,7.908496732,Banana
Banana129_remove_regions_cropped.png,7.908496732,Banana
Banana129_rotate90_cropped.png,7.908496732,Banana
Banana129_rotate_cropped.png,7.908496732,Banana
Banana12_brightness_cropped.png,9.820261438,Banana
Banana12_contrast_cropped.png,9.820261438,Banana
Banana12_erosion_cropped.png,9.820261438,Banana
Banana12_original_cropped.png,9.820261438,Banana
Banana12_remove_regions_cropped.png,9.820261438,Banana
Banana12_rotate90_cropped.png,9.820261438,Banana
Banana12_rotate_cropped.png,9.820261438,Banana
Banana130_brightness_cropped.png,7.892156863,Banana
Banana130_contrast_cropped.png,7.892156863,Banana
Banana130_erosion_cropped.png,7.892156863,Banana
Banana130_original_cropped.png,7.892156863,Banana
Banana130_remove_regions_cropped.png,7.892156863,Banana
Banana130_rotate90_cropped.png,7.892156863,Banana
Banana130_rotate_cropped.png,7.892156863,Banana
Banana131_brightness_cropped.png,7.875816993,Banana
Banana131_contrast_cropped.png,7.875816993,Banana
Banana131_erosion_cropped.png,7.875816993,Banana
Banana131_original_cropped.png,7.875816993,Banana
Banana131_remove_regions_cropped.png,7.875816993,Banana
Banana131_rotate90_cropped.png,7.875816993,Banana
Banana131_rotate_cropped.png,7.875816993,Banana
Banana132_brightness_cropped.png,7.859477124,Banana
Banana132_contrast_cropped.png,7.859477124,Banana
Banana132_erosion_cropped.png,7.859477124,Banana
Banana132_original_cropped.png,7.859477124,Banana
Banana132_remove_regions_cropped.png,7.859477124,Banana
Banana132_rotate90_cropped.png,7.859477124,Banana
Banana132_rotate_cropped.png,7.859477124,Banana
Banana133_brightness_cropped.png,7.843137255,Banana
Banana133_contrast_cropped.png,7.843137255,Banana
Banana133_erosion_cropped.png,7.843137255,Banana
Banana133_original_cropped.png,7.843137255,Banana
Banana133_remove_regions_cropped.png,7.843137255,Banana
Banana133_rotate90_cropped.png,7.843137255,Banana
Banana133_rotate_cropped.png,7.843137255,Banana
Banana134_brightness_cropped.png,7.826797386,Banana
Banana134_contrast_cropped.png,7.826797386,Banana
Banana134_erosion_cropped.png,7.826797386,Banana
Banana134_original_cropped.png,7.826797386,Banana
Banana134_remove_regions_cropped.png,7.826797386,Banana
Banana134_rotate90_cropped.png,7.826797386,Banana
Banana134_rotate_cropped.png,7.826797386,Banana
Banana135_brightness_cropped.png,7.810457516,Banana
Banana135_contrast_cropped.png,7.810457516,Banana
Banana135_erosion_cropped.png,7.810457516,Banana
Banana135_original_cropped.png,7.810457516,Banana
Banana135_remove_regions_cropped.png,7.810457516,Banana
Banana135_rotate90_cropped.png,7.810457516,Banana
Banana135_rotate_cropped.png,7.810457516,Banana
Banana136_brightness_cropped.png,7.794117647,Banana
Banana136_contrast_cropped.png,7.794117647,Banana
Banana136_erosion_cropped.png,7.794117647,Banana
Banana136_original_cropped.png,7.794117647,Banana
Banana136_remove_regions_cropped.png,7.794117647,Banana
Banana136_rotate90_cropped.png,7.794117647,Banana
Banana136_rotate_cropped.png,7.794117647,Banana
Banana137_brightness_cropped.png,7.777777778,Banana
Banana137_contrast_cropped.png,7.777777778,Banana
Banana137_erosion_cropped.png,7.777777778,Banana
Banana137_original_cropped.png,7.777777778,Banana
Banana137_remove_regions_cropped.png,7.777777778,Banana
Banana137_rotate90_cropped.png,7.777777778,Banana
Banana137_rotate_cropped.png,7.777777778,Banana
Banana138_brightness_cropped.png,7.761437908,Banana
Banana138_contrast_cropped.png,7.761437908,Banana
Banana138_erosion_cropped.png,7.761437908,Banana
Banana138_original_cropped.png,7.761437908,Banana
Banana138_remove_regions_cropped.png,7.761437908,Banana
Banana138_rotate90_cropped.png,7.761437908,Banana
Banana138_rotate_cropped.png,7.761437908,Banana
Banana139_brightness_cropped.png,7.745098039,Banana
Banana139_contrast_cropped.png,7.745098039,Banana
Banana139_erosion_cropped.png,7.745098039,Banana
Banana139_original_cropped.png,7.745098039,Banana
Banana139_remove_regions_cropped.png,7.745098039,Banana
Banana139_rotate90_cropped.png,7.745098039,Banana
Banana139_rotate_cropped.png,7.745098039,Banana
Banana13_brightness_cropped.png,9.803921569,Banana
Banana13_contrast_cropped.png,9.803921569,Banana
Banana13_erosion_cropped.png,9.803921569,Banana
Banana13_original_cropped.png,9.803921569,Banana
Banana13_remove_regions_cropped.png,9.803921569,Banana
Banana13_rotate90_cropped.png,9.803921569,Banana
Banana13_rotate_cropped.png,9.803921569,Banana
Banana140_brightness_cropped.png,7.72875817,Banana
Banana140_contrast_cropped.png,7.72875817,Banana
Banana140_erosion_cropped.png,7.72875817,Banana
Banana140_original_cropped.png,7.72875817,Banana
Banana140_remove_regions_cropped.png,7.72875817,Banana
Banana140_rotate90_cropped.png,7.72875817,Banana
Banana140_rotate_cropped.png,7.72875817,Banana
Banana141_brightness_cropped.png,7.712418301,Banana
Banana141_contrast_cropped.png,7.712418301,Banana
Banana141_erosion_cropped.png,7.712418301,Banana
Banana141_original_cropped.png,7.712418301,Banana
Banana141_remove_regions_cropped.png,7.712418301,Banana
Banana141_rotate90_cropped.png,7.712418301,Banana
Banana141_rotate_cropped.png,7.712418301,Banana
Banana142_brightness_cropped.png,7.696078431,Banana
Banana142_contrast_cropped.png,7.696078431,Banana
Banana142_erosion_cropped.png,7.696078431,Banana
Banana142_original_cropped.png,7.696078431,Banana
Banana142_remove_regions_cropped.png,7.696078431,Banana
Banana142_rotate90_cropped.png,7.696078431,Banana
Banana142_rotate_cropped.png,7.696078431,Banana
Banana143_brightness_cropped.png,7.679738562,Banana
Banana143_contrast_cropped.png,7.679738562,Banana
Banana143_erosion_cropped.png,7.679738562,Banana
Banana143_original_cropped.png,7.679738562,Banana
Banana143_remove_regions_cropped.png,7.679738562,Banana
Banana143_rotate90_cropped.png,7.679738562,Banana
Banana143_rotate_cropped.png,7.679738562,Banana
Banana144_brightness_cropped.png,7.663398693,Banana
Banana144_contrast_cropped.png,7.663398693,Banana
Banana144_erosion_cropped.png,7.663398693,Banana
Banana144_original_cropped.png,7.663398693,Banana
Banana144_remove_regions_cropped.png,7.663398693,Banana
Banana144_rotate90_cropped.png,7.663398693,Banana
Banana144_rotate_cropped.png,7.663398693,Banana
Banana145_brightness_cropped.png,7.647058824,Banana
Banana145_contrast_cropped.png,7.647058824,Banana
Banana145_erosion_cropped.png,7.647058824,Banana
Banana145_original_cropped.png,7.647058824,Banana
Banana145_remove_regions_cropped.png,7.647058824,Banana
Banana145_rotate90_cropped.png,7.647058824,Banana
Banana145_rotate_cropped.png,7.647058824,Banana
Banana146_brightness_cropped.png,7.630718954,Banana
Banana146_contrast_cropped.png,7.630718954,Banana
Banana146_erosion_cropped.png,7.630718954,Banana
Banana146_original_cropped.png,7.630718954,Banana
Banana146_remove_regions_cropped.png,7.630718954,Banana
Banana146_rotate90_cropped.png,7.630718954,Banana
Banana146_rotate_cropped.png,7.630718954,Banana
Banana147_brightness_cropped.png,7.614379085,Banana
Banana147_contrast_cropped.png,7.614379085,Banana
Banana147_erosion_cropped.png,7.614379085,Banana
Banana147_original_cropped.png,7.614379085,Banana
Banana147_remove_regions_cropped.png,7.614379085,Banana
Banana147_rotate90_cropped.png,7.614379085,Banana
Banana147_rotate_cropped.png,7.614379085,Banana
Banana148_brightness_cropped.png,7.598039216,Banana
Banana148_contrast_cropped.png,7.598039216,Banana
Banana148_erosion_cropped.png,7.598039216,Banana
Banana148_original_cropped.png,7.598039216,Banana
Banana148_remove_regions_cropped.png,7.598039216,Banana
Banana148_rotate90_cropped.png,7.598039216,Banana
Banana148_rotate_cropped.png,7.598039216,Banana
Banana149_brightness_cropped.png,7.581699346,Banana
Banana149_contrast_cropped.png,7.581699346,Banana
Banana149_erosion_cropped.png,7.581699346,Banana
Banana149_original_cropped.png,7.581699346,Banana
Banana149_remove_regions_cropped.png,7.581699346,Banana
Banana149_rotate90_cropped.png,7.581699346,Banana
Banana149_rotate_cropped.png,7.581699346,Banana
Banana14_brightness_cropped.png,9.787581699,Banana
Banana14_contrast_cropped.png,9.787581699,Banana
Banana14_erosion_cropped.png,9.787581699,Banana
Banana14_original_cropped.png,9.787581699,Banana
Banana14_remove_regions_cropped.png,9.787581699,Banana
Banana14_rotate90_cropped.png,9.787581699,Banana
Banana14_rotate_cropped.png,9.787581699,Banana
Banana150_brightness_cropped.png,7.565359477,Banana
Banana150_contrast_cropped.png,7.565359477,Banana
Banana150_erosion_cropped.png,7.565359477,Banana
Banana150_original_cropped.png,7.565359477,Banana
Banana150_remove_regions_cropped.png,7.565359477,Banana
Banana150_rotate90_cropped.png,7.565359477,Banana
Banana150_rotate_cropped.png,7.565359477,Banana
Banana151_brightness_cropped.png,7.549019608,Banana
Banana151_contrast_cropped.png,7.549019608,Banana
Banana151_erosion_cropped.png,7.549019608,Banana
Banana151_original_cropped.png,7.549019608,Banana
Banana151_remove_regions_cropped.png,7.549019608,Banana
Banana151_rotate90_cropped.png,7.549019608,Banana
Banana151_rotate_cropped.png,7.549019608,Banana
Banana152_brightness_cropped.png,7.532679739,Banana
Banana152_contrast_cropped.png,7.532679739,Banana
Banana152_erosion_cropped.png,7.532679739,Banana
Banana152_original_cropped.png,7.532679739,Banana
Banana152_remove_regions_cropped.png,7.532679739,Banana
Banana152_rotate90_cropped.png,7.532679739,Banana
Banana152_rotate_cropped.png,7.532679739,Banana
Banana153_brightness_cropped.png,7.516339869,Banana
Banana153_contrast_cropped.png,7.516339869,Banana
Banana153_erosion_cropped.png,7.516339869,Banana
Banana153_original_cropped.png,7.516339869,Banana
Banana153_remove_regions_cropped.png,7.516339869,Banana
Banana153_rotate90_cropped.png,7.516339869,Banana
Banana153_rotate_cropped.png,7.516339869,Banana
Banana154_brightness_cropped.png,7.5,Banana
Banana154_contrast_cropped.png,7.5,Banana
Banana154_erosion_cropped.png,7.5,Banana
Banana154_original_cropped.png,7.5,Banana
Banana154_remove_regions_cropped.png,7.5,Banana
Banana154_rotate90_cropped.png,7.5,Banana
Banana154_rotate_cropped.png,7.5,Banana
Banana155_brightness_cropped.png,7.483660131,Banana
Banana155_contrast_cropped.png,7.483660131,Banana
Banana155_erosion_cropped.png,7.483660131,Banana
Banana155_original_cropped.png,7.483660131,Banana
Banana155_remove_regions_cropped.png,7.483660131,Banana
Banana155_rotate90_cropped.png,7.483660131,Banana
Banana155_rotate_cropped.png,7.483660131,Banana
Banana156_brightness_cropped.png,7.467320261,Banana
Banana156_contrast_cropped.png,7.467320261,Banana
Banana156_erosion_cropped.png,7.467320261,Banana
Banana156_original_cropped.png,7.467320261,Banana
Banana156_remove_regions_cropped.png,7.467320261,Banana
Banana156_rotate90_cropped.png,7.467320261,Banana
Banana156_rotate_cropped.png,7.467320261,Banana
Banana157_brightness_cropped.png,7.450980392,Banana
Banana157_contrast_cropped.png,7.450980392,Banana
Banana157_erosion_cropped.png,7.450980392,Banana
Banana157_original_cropped.png,7.450980392,Banana
Banana157_remove_regions_cropped.png,7.450980392,Banana
Banana157_rotate90_cropped.png,7.450980392,Banana
Banana157_rotate_cropped.png,7.450980392,Banana
Banana158_brightness_cropped.png,7.434640523,Banana
Banana158_contrast_cropped.png,7.434640523,Banana
Banana158_erosion_cropped.png,7.434640523,Banana
Banana158_original_cropped.png,7.434640523,Banana
Banana158_remove_regions_cropped.png,7.434640523,Banana
Banana158_rotate90_cropped.png,7.434640523,Banana
Banana158_rotate_cropped.png,7.434640523,Banana
Banana159_brightness_cropped.png,7.418300654,Banana
Banana159_contrast_cropped.png,7.418300654,Banana
Banana159_erosion_cropped.png,7.418300654,Banana
Banana159_original_cropped.png,7.418300654,Banana
Banana159_remove_regions_cropped.png,7.418300654,Banana
Banana159_rotate90_cropped.png,7.418300654,Banana
Banana159_rotate_cropped.png,7.418300654,Banana
Banana15_brightness_cropped.png,9.77124183,Banana
Banana15_contrast_cropped.png,9.77124183,Banana
Banana15_erosion_cropped.png,9.77124183,Banana
Banana15_original_cropped.png,9.77124183,Banana
Banana15_remove_regions_cropped.png,9.77124183,Banana
Banana15_rotate90_cropped.png,9.77124183,Banana
Banana15_rotate_cropped.png,9.77124183,Banana
Banana160_brightness_cropped.png,7.401960784,Banana
Banana160_contrast_cropped.png,7.401960784,Banana
Banana160_erosion_cropped.png,7.401960784,Banana
Banana160_original_cropped.png,7.401960784,Banana
Banana160_remove_regions_cropped.png,7.401960784,Banana
Banana160_rotate90_cropped.png,7.401960784,Banana
Banana160_rotate_cropped.png,7.401960784,Banana
Banana161_brightness_cropped.png,7.385620915,Banana
Banana161_contrast_cropped.png,7.385620915,Banana
Banana161_erosion_cropped.png,7.385620915,Banana
Banana161_original_cropped.png,7.385620915,Banana
Banana161_remove_regions_cropped.png,7.385620915,Banana
Banana161_rotate90_cropped.png,7.385620915,Banana
Banana161_rotate_cropped.png,7.385620915,Banana
Banana162_brightness_cropped.png,7.369281046,Banana
Banana162_contrast_cropped.png,7.369281046,Banana
Banana162_erosion_cropped.png,7.369281046,Banana
Banana162_original_cropped.png,7.369281046,Banana
Banana162_remove_regions_cropped.png,7.369281046,Banana
Banana162_rotate90_cropped.png,7.369281046,Banana
Banana162_rotate_cropped.png,7.369281046,Banana
Banana163_brightness_cropped.png,7.352941176,Banana
Banana163_contrast_cropped.png,7.352941176,Banana
Banana163_erosion_cropped.png,7.352941176,Banana
Banana163_original_cropped.png,7.352941176,Banana
Banana163_remove_regions_cropped.png,7.352941176,Banana
Banana163_rotate90_cropped.png,7.352941176,Banana
Banana163_rotate_cropped.png,7.352941176,Banana
Banana164_brightness_cropped.png,7.336601307,Banana
Banana164_contrast_cropped.png,7.336601307,Banana
Banana164_erosion_cropped.png,7.336601307,Banana
Banana164_original_cropped.png,7.336601307,Banana
Banana164_remove_regions_cropped.png,7.336601307,Banana
Banana164_rotate90_cropped.png,7.336601307,Banana
Banana164_rotate_cropped.png,7.336601307,Banana
Banana165_brightness_cropped.png,7.320261438,Banana
Banana165_contrast_cropped.png,7.320261438,Banana
Banana165_erosion_cropped.png,7.320261438,Banana
Banana165_original_cropped.png,7.320261438,Banana
Banana165_remove_regions_cropped.png,7.320261438,Banana
Banana165_rotate90_cropped.png,7.320261438,Banana
Banana165_rotate_cropped.png,7.320261438,Banana
Banana166_brightness_cropped.png,7.303921569,Banana
Banana166_contrast_cropped.png,7.303921569,Banana
Banana166_erosion_cropped.png,7.303921569,Banana
Banana166_original_cropped.png,7.303921569,Banana
Banana166_remove_regions_cropped.png,7.303921569,Banana
Banana166_rotate90_cropped.png,7.303921569,Banana
Banana166_rotate_cropped.png,7.303921569,Banana
Banana167_brightness_cropped.png,7.287581699,Banana
Banana167_contrast_cropped.png,7.287581699,Banana
Banana167_erosion_cropped.png,7.287581699,Banana
Banana167_original_cropped.png,7.287581699,Banana
Banana167_remove_regions_cropped.png,7.287581699,Banana
Banana167_rotate90_cropped.png,7.287581699,Banana
Banana167_rotate_cropped.png,7.287581699,Banana
Banana168_brightness_cropped.png,7.27124183,Banana
Banana168_contrast_cropped.png,7.27124183,Banana
Banana168_erosion_cropped.png,7.27124183,Banana
Banana168_original_cropped.png,7.27124183,Banana
Banana168_remove_regions_cropped.png,7.27124183,Banana
Banana168_rotate90_cropped.png,7.27124183,Banana
Banana168_rotate_cropped.png,7.27124183,Banana
Banana169_brightness_cropped.png,7.254901961,Banana
Banana169_contrast_cropped.png,7.254901961,Banana
Banana169_erosion_cropped.png,7.254901961,Banana
Banana169_original_cropped.png,7.254901961,Banana
Banana169_remove_regions_cropped.png,7.254901961,Banana
Banana169_rotate90_cropped.png,7.254901961,Banana
Banana169_rotate_cropped.png,7.254901961,Banana
Banana16_brightness_cropped.png,9.754901961,Banana
Banana16_contrast_cropped.png,9.754901961,Banana
Banana16_erosion_cropped.png,9.754901961,Banana
Banana16_original_cropped.png,9.754901961,Banana
Banana16_remove_regions_cropped.png,9.754901961,Banana
Banana16_rotate90_cropped.png,9.754901961,Banana
Banana16_rotate_cropped.png,9.754901961,Banana
Banana170_brightness_cropped.png,7.238562092,Banana
Banana170_contrast_cropped.png,7.238562092,Banana
Banana170_erosion_cropped.png,7.238562092,Banana
Banana170_original_cropped.png,7.238562092,Banana
Banana170_remove_regions_cropped.png,7.238562092,Banana
Banana170_rotate90_cropped.png,7.238562092,Banana
Banana170_rotate_cropped.png,7.238562092,Banana
Banana171_brightness_cropped.png,7.222222222,Banana
Banana171_contrast_cropped.png,7.222222222,Banana
Banana171_erosion_cropped.png,7.222222222,Banana
Banana171_original_cropped.png,7.222222222,Banana
Banana171_remove_regions_cropped.png,7.222222222,Banana
Banana171_rotate90_cropped.png,7.222222222,Banana
Banana171_rotate_cropped.png,7.222222222,Banana
Banana172_brightness_cropped.png,7.205882353,Banana
Banana172_contrast_cropped.png,7.205882353,Banana
Banana172_erosion_cropped.png,7.205882353,Banana
